Player,Role,Amount,Team,Age,Year,Nation,Overseas,Mega,id,matches,Innings,Not Outs,Aggregate,Highest Score,Average,30s,50s,100s,4s,6s,Boundary %,Scoring Rate,Top Scored in Innings,Top Scored %,Overs,Balls Bowled,Wickets,3 Wickets in Innings,4 Wickets in Innings,5 Wickets in Innings,Economy Rate,Strike Rate,prog_agg,prog_avg,prog_sr,prog_bowlsr,prog_er,prog_wkts,prog_bowlavg,prog_matches,last_matches,last_inn,last_hs,last_runs,last_avg,last_sr,last_batpercent,overs,last_wkts,last_bowlavg,last_bowlsr,last_bowler,last_bowlpercent,birthyear
Glenn Maxwell,All-Rounder,10.75,Kings XI Punjab,32,2020,Overseas,1,0,3969,124,120,17,2719,95,37.87,19,18,0,226,158,0.681132769,157.62,19,0.158333333,141.2,848,31,0,0,0,8.31,27.35,1397,22.9,161.13,26.25,8.73,16,38.19,69,12,12,47,169,14.08,140.83,8.47,16,5,26.4,19.2,8.25,7.04,1988
Glenn Maxwell,All-Rounder,9,Delhi Daredevils,30,2018,Overseas,1,1,3969,124,120,17,2719,95,37.87,19,18,0,226,158,0.681132769,157.62,19,0.158333333,141.2,848,31,0,0,0,8.31,27.35,1228,25.06,164.39,29.45,8.87,11,43.55,57,14,13,47,310,31,173.18,14.05,19,7,17.86,16.29,6.58,9.59,1988
Glenn Maxwell,All-Rounder,7.5,Mumbai Indians,25,2013,Overseas,1,0,3969,124,120,17,2719,95,37.87,19,18,0,226,158,0.681132769,157.62,19,0.158333333,141.2,848,31,0,0,0,8.31,27.35,6,6,54.55,18,7.33,1,22,2,2,2,3*,6,6,54.55,2.53,3,1,22,18,7.33,5.88,1988
Glenn Maxwell,All-Rounder,6,Kings XI Punjab,26,2014,Overseas,1,1,3969,124,120,17,2719,95,37.87,19,18,0,226,158,0.681132769,157.62,19,0.158333333,141.2,848,31,0,0,0,8.31,27.35,42,14,110.53,30,9,1,45,5,3,3,23,36,18,133.33,8.67,2,0,,,11.5,,1988
Akila Dananjaya,All-Rounder,0.15,Chennai Super Kings,20,2013,Overseas,1,0,3973,1,1,1,4,4,,0,0,0,0,0,0,80,0,0,4,24,0,0,0,0,11.75,,,,,,,,,,,,,,,,,,,,,,,1993
Corey Anderson,All-Rounder,4.5,Mumbai Indians,24,2014,Overseas,1,1,3983,30,29,7,538,95,47.09,4,3,0,40,31,0.643122677,127.19,3,0.103448276,49.3,297,11,0,0,0,10.46,27,379,31.58,136.33,26.4,9.86,5,43.4,16,4,4,55*,114,38,117.53,16.91,,,,,,,1990
Corey Anderson,All-Rounder,1,Delhi Daredevils,27,2017,Overseas,1,0,3983,30,29,7,538,95,47.09,4,3,0,40,31,0.643122677,127.19,3,0.103448276,49.3,297,11,0,0,0,10.46,27,379,31.58,136.33,26.4,9.86,5,43.4,16,4,4,55*,114,38,117.53,16.91,4,1,33,24,8.25,6.67,1990
Colin Munro,All-Rounder,1.9,Delhi Daredevils,31,2018,Overseas,1,1,3985,13,12,0,177,40,,2,0,0,19,8,0.700564972,125.53,0,0,2,12,0,0,0,0,7.5,,30,10,100,,7.5,0,,4,4,3,16,30,10,100,5.03,2,0,,,7.5,,1987
Colin Munro,All-Rounder,0.3,Kolkata Knight Riders,29,2016,Overseas,1,0,3985,13,12,0,177,40,,2,0,0,19,8,0.700564972,125.53,0,0,2,12,0,0,0,0,7.5,,30,10,100,,7.5,0,,4,4,3,16,30,10,100,5.03,,,,,,,1987
James Neesham,All-Rounder,1.5,Rajasthan Royals,32,2022,Overseas,1,1,3986,14,10,1,92,22,41.75,0,0,0,6,2,0.391304348,98.92,1,0.1,36,216,8,1,0,0,9.28,27,61,8.71,92.42,24.75,9.24,7,38.13,12,3,2,0,0,0,,,9,5,13.2,10.8,7.33,23.81,1990
James Neesham,All-Rounder,1,Delhi Daredevils,24,2014,Overseas,1,1,3986,14,10,1,92,22,41.75,0,0,0,6,2,0.391304348,98.92,1,0.1,36,216,8,1,0,0,9.28,27,61,8.71,92.42,24.75,9.24,7,38.13,12,3,2,0,0,0,,,2,0,0,0,,,1990
James Neesham,All-Rounder,0.5,Kolkata Knight Riders,25,2015,Overseas,1,0,3986,14,10,1,92,22,41.75,0,0,0,6,2,0.391304348,98.92,1,0.1,36,216,8,1,0,0,9.28,27,42,14,91.3,54,10.11,1,91,4,4,3,22,42,14,91.3,8.22,9,1,91,54,10.11,5.88,1990
James Neesham,All-Rounder,0.5,Kings XI Punjab,30,2020,Overseas,1,0,3986,14,10,1,92,22,41.75,0,0,0,6,2,0.391304348,98.92,1,0.1,36,216,8,1,0,0,9.28,27,42,14,91.3,54,10.11,1,91,4,4,3,22,42,14,91.3,8.22,9,1,91,54,10.11,5.88,1990
James Neesham,All-Rounder,0.5,Mumbai Indians,31,2021,Overseas,1,0,3986,14,10,1,92,22,41.75,0,0,0,6,2,0.391304348,98.92,1,0.1,36,216,8,1,0,0,9.28,27,61,12.2,95.31,48,9.96,3,79.67,9,5,3,10*,19,9.5,105.56,2.13,15,2,74,45,9.87,7.69,1990
Christopher Morris,All-Rounder,16.25,Rajasthan Royals,34,2021,Overseas,1,0,3989,81,51,23,618,82,24.16,4,2,0,41,35,0.605177994,155.28,2,0.039215686,286.4,1720,95,12,4,0,8.01,18.11,551,23.96,157.88,18.43,7.81,80,23.99,70,9,5,25*,34,8.5,161.9,2.47,31.4,11,19.09,17.27,6.63,22.45,1987
Christopher Morris,All-Rounder,10,Royal Challengers Bangalore,33,2020,Overseas,1,0,3989,81,51,23,618,82,24.16,4,2,0,41,35,0.605177994,155.28,2,0.039215686,286.4,1720,95,12,4,0,8.01,18.11,517,27.21,157.62,18.61,7.99,69,24.77,61,9,6,17,32,5.33,86.49,2.33,33,13,23.54,15.23,9.27,20.97,1987
Christopher Morris,All-Rounder,7,Delhi Daredevils,29,2016,Overseas,1,0,3989,81,51,23,618,82,24.16,4,2,0,41,35,0.605177994,155.28,2,0.039215686,286.4,1720,95,12,4,0,8.01,18.11,90,22.5,145.16,19.71,7.74,28,25.43,27,11,7,34*,76,38,165.22,4.3,42,13,23.92,19.38,7.4,24.07,1987
Christopher Morris,All-Rounder,4.6875,Chennai Super Kings,26,2013,Overseas,1,0,3989,81,51,23,618,82,24.16,4,2,0,41,35,0.605177994,155.28,2,0.039215686,286.4,1720,95,12,4,0,8.01,18.11,551,23.96,157.88,18.43,7.81,80,23.99,70,9,5,25*,34,8.5,161.9,2.47,5,0,34,8.5,161.9,2.47,1987
Christopher Morris,All-Rounder,1.4,Rajasthan Royals,28,2015,Overseas,1,0,3989,81,51,23,618,82,24.16,4,2,0,41,35,0.605177994,155.28,2,0.039215686,286.4,1720,95,12,4,0,8.01,18.11,14,7,87.5,20,8.02,15,26.73,16,16,6,7*,14,7,87.5,0.57,50,15,26.73,20,8.02,13.89,1987
Ben Cutting,All-Rounder,2.2,Mumbai Indians,31,2018,Overseas,1,1,3995,21,17,6,238,39,42.9,2,0,0,15,19,0.731092437,168.79,0,0,46.5,281,10,0,0,0,9.16,28.1,124,24.8,187.88,23.86,8.41,7,33.43,9,4,3,20,51,25.5,196.15,7.73,12.4,1,123,76,9.71,3.45,1987
Ben Cutting,All-Rounder,0.75,Kolkata Knight Riders,34,2021,Overseas,1,0,3995,21,17,6,238,39,42.9,2,0,0,15,19,0.731092437,168.79,0,0,46.5,281,10,0,0,0,9.16,28.1,238,21.64,168.79,28.1,9.16,10,42.9,21,3,3,13*,18,9,105.88,3.56,2,1,27,12,13.5,5,1987
Ben Cutting,All-Rounder,0.5,Sunrisers Hyderabad,29,2016,Overseas,1,0,3995,21,17,6,238,39,42.9,2,0,0,15,19,0.731092437,168.79,0,0,46.5,281,10,0,0,0,9.16,28.1,8,8,133.33,24,7.75,1,31,1,1,1,8,8,8,133.33,3.98,4,1,31,24,7.75,11.11,1987
Jason Holder,All-Rounder,8.75,Lucknow Super Giants,31,2022,Overseas,1,1,3998,46,27,6,259,47,27.57,1,0,0,13,18,0.617760618,122.75,1,0.037037037,165.5,995,53,8,1,0,8.81,18.77,189,14.54,121.15,16.43,8.2,32,22.46,26,8,7,47*,85,14.17,118.06,7.41,31.5,16,15.44,11.94,7.76,35.56,1991
Jason Holder,All-Rounder,0.7,Kolkata Knight Riders,25,2016,Overseas,1,0,3998,46,27,6,259,47,27.57,1,0,0,13,18,0.617760618,122.75,1,0.037037037,165.5,995,53,8,1,0,8.81,18.77,16,16,133.33,46,8.83,3,67.67,7,1,1,16,16,16,133.33,10,3,1,35,18,11.67,16.67,1991
Vijay Shankar,All-Rounder,3.2,Delhi Daredevils,27,2018,Indian,0,1,4027,65,53,14,1032,63,38.22,4,6,0,73,43,0.532945736,131.13,2,0.037735849,39.4,238,9,0,0,0,8.67,26.44,101,50.5,134.67,,19,0,,5,1,4,63*,101,50.5,134.67,17.29,1,0,,,19,,1991
Vijay Shankar,All-Rounder,1.4,Gujarat Titans,31,2022,Indian,0,1,4027,65,53,14,1032,63,38.22,4,6,0,73,43,0.532945736,131.13,2,0.037735849,39.4,238,9,0,0,0,8.67,26.44,712,26.37,126.24,25.44,8.62,9,36.56,47,7,5,28,58,11.6,111.54,5.41,11,3,33.33,22,9.09,7.69,1991
Vijay Shankar,All-Rounder,0.35,Sunrisers Hyderabad,25,2016,Indian,0,0,4027,65,53,14,1032,63,38.22,4,6,0,73,43,0.532945736,131.13,2,0.037735849,39.4,238,9,0,0,0,8.67,26.44,712,26.37,126.24,,19,0,,1,1,0,0,0,,,,1,0,,,19,,1991
Vijay Shankar,All-Rounder,0.1,Chennai Super Kings,23,2014,Indian,0,1,4027,65,53,14,1032,63,38.22,4,6,0,73,43,0.532945736,131.13,2,0.037735849,39.4,238,9,0,0,0,8.67,26.44,712,26.37,126.24,25.44,8.62,9,36.56,47,7,5,28,58,11.6,111.54,5.41,5,0,58,11.6,111.54,5.41,1991
Kedar Jadhav,All-Rounder,7.8,Chennai Super Kings,33,2018,Indian,0,1,4033,95,81,27,1208,69,22.37,7,4,0,102,40,0.536423841,123.14,9,0.111111111,,,,,,,,,893,23.5,134.89,,,0,,64,13,13,69,267,22.25,143.55,14.47,13,1,267,22.25,143.55,14.47,1985
Kedar Jadhav,All-Rounder,2,Sunrisers Hyderabad,36,2021,Indian,0,0,4033,95,81,27,1208,69,22.37,7,4,0,102,40,0.536423841,123.14,9,0.111111111,,,,,,,,,1141,22.82,124.16,,,0,,87,8,5,26,62,20.67,93.94,4.78,5,0,62,20.67,93.94,4.78,1985
Pawan Negi,All-Rounder,8.5,Delhi Daredevils,23,2016,Indian,0,0,4038,50,35,9,365,36,27.62,3,0,0,27,16,0.55890411,126.3,1,0.028571429,119.2,716,34,2,1,0,7.87,21.06,152,15.2,149.02,29.08,8.05,13,39,21,10,9,36,116,14.5,158.9,7.66,30,6,42,30,8.4,9.52,1993
Pawan Negi,All-Rounder,1,Royal Challengers Bangalore,24,2017,Indian,0,0,4038,50,35,9,365,36,27.62,3,0,0,27,16,0.55890411,126.3,1,0.028571429,119.2,716,34,2,1,0,7.87,21.06,209,17.42,129.81,30.86,8.21,14,42.21,29,8,6,19*,57,28.5,96.61,4.75,9,1,84,54,9.33,2.38,1993
Pawan Negi,All-Rounder,1,Royal Challengers Bangalore,25,2018,Indian,0,1,4038,50,35,9,365,36,27.62,3,0,0,27,16,0.55890411,126.3,1,0.028571429,119.2,716,34,2,1,0,7.87,21.06,353,17.65,129.78,20.83,7.56,28,26.27,41,12,10,35,144,18,129.73,8.61,32.1,16,12.31,12.06,6.12,21.62,1993
Pawan Negi,All-Rounder,0.5,Kolkata Knight Riders,28,2021,Indian,0,0,4038,50,35,9,365,36,27.62,3,0,0,27,16,0.55890411,126.3,1,0.028571429,119.2,716,34,2,1,0,7.87,21.06,365,14.04,126.3,21.06,7.87,34,27.62,50,7,4,5,9,2.25,75,0.79,11.1,3,34,22.33,9.13,8.82,1993
Bipul Sharma,All-Rounder,0.2,Sunrisers Hyderabad,35,2018,Indian,0,1,4041,33,17,9,187,35,33.65,1,0,0,11,9,0.524064171,152.03,1,0.058823529,71,426,17,0,0,0,8.06,25.06,187,23.38,152.03,25.06,8.06,17,33.65,33,7,3,21*,31,31,129.17,2.69,16.2,3,43,32.67,7.9,6.67,1983
Mandeep Singh,All-Rounder,1.4,Royal Challengers Bangalore,27,2018,Indian,0,1,4046,111,98,16,1706,77,,12,6,0,176,38,0.546307151,122.91,8,0.081632653,2,12,0,0,0,0,13,,1112,20.22,120.87,,,0,,70,11,10,52,188,18.8,106.21,11.84,10,1,188,18.8,106.21,11.84,1991
Mandeep Singh,All-Rounder,0.8,Kings XI Punjab,23,2014,Indian,0,1,4046,111,98,16,1706,77,,12,6,0,176,38,0.546307151,122.91,8,0.081632653,2,12,0,0,0,0,13,,743,21.23,120.42,,,0,,41,16,14,77*,260,20,116.59,10.71,14,1,260,20,116.59,10.71,1991
Rajagopal Sathish,All-Rounder,0.2,Kolkata Knight Riders,35,2016,Indian,0,0,4049,34,25,8,270,27,77.33,0,0,0,22,6,0.459259259,116.88,0,0,23.1,139,3,0,0,0,10.01,46.33,246,17.57,118.84,51.5,10.08,2,86.5,30,9,8,27*,109,21.8,141.56,8.14,4,0,,,12.75,,1981
Rajat Bhatia,All-Rounder,1.7,Rajasthan Royals,28,2014,Indian,0,1,4054,95,49,19,342,26,28.46,0,0,0,24,13,0.50877193,120.42,1,0.020408163,275.4,1654,71,4,1,0,7.33,23.3,225,10.23,116.58,22.55,7.27,51,27.31,68,15,10,26*,99,16.5,123.75,4.58,43.5,11,30.18,23.91,7.57,11.96,1986
Rajat Bhatia,All-Rounder,0.6,Rising Pune Supergiant,30,2016,Indian,0,0,4054,95,49,19,342,26,28.46,0,0,0,24,13,0.50877193,120.42,1,0.020408163,275.4,1654,71,4,1,0,7.33,23.3,292,10.43,118.22,22.35,7.34,63,27.33,82,2,1,0,0,0,,,5,0,,,9.2,,1986
Iqbal Abdulla,All-Rounder,0.65,Rajasthan Royals,25,2014,Indian,0,1,4057,49,13,11,88,33,27.73,1,0,0,9,1,0.477272727,104.76,0,0,153.2,920,40,4,0,0,7.23,23,46,23,92,21.93,6.59,26,24.07,33,5,2,6*,8,,57.14,1.18,18.5,7,20.29,16.14,7.54,21.88,1989
Iqbal Abdulla,All-Rounder,0.1,Royal Challengers Bangalore,27,2016,Indian,0,0,4057,49,13,11,88,33,27.73,1,0,0,9,1,0.477272727,104.76,0,0,153.2,920,40,4,0,0,7.23,23,46,23,92,23.13,6.82,32,26.28,39,5,2,20,20,10,111.11,2.85,19,4,37.5,28.5,7.89,9.3,1989
Pradeep Sangwan,All-Rounder,0.2,Gujarat Lions,26,2016,Indian,0,0,4058,42,15,7,26,6,32.63,0,0,0,1,0,0.153846154,59.09,0,0,142.4,856,38,3,0,0,8.69,22.53,22,5.5,70.97,21.93,8.44,30,30.87,31,2,1,4*,4,,200,1.41,4,0,,,12.75,,1990
Pradeep Sangwan,All-Rounder,0.2,Gujarat Titans,32,2022,Indian,0,1,4058,42,15,7,26,6,32.63,0,0,0,1,0,0.153846154,59.09,0,0,142.4,856,38,3,0,0,8.69,22.53,24,3.43,61.54,22.91,8.79,35,33.57,39,1,1,0,0,0,,,2,0,,,9.5,,1990
Rishi Dhawan,All-Rounder,3,Kings XI Punjab,24,2014,Indian,0,1,4064,38,24,13,210,25,34.24,0,0,0,18,7,0.542857143,112.3,0,0,107.2,644,25,0,0,0,7.98,25.76,21,7,100,45,7.27,2,54.5,6,6,4,14,21,7,100,2.25,15,2,54.5,45,7.27,4.65,1990
Rishi Dhawan,All-Rounder,0.55,Kolkata Knight Riders,27,2017,Indian,0,0,4064,38,24,13,210,25,34.24,0,0,0,18,7,0.542857143,112.3,0,0,107.2,644,25,0,0,0,7.98,25.76,153,21.86,113.33,27.11,7.87,18,35.56,26,2,2,11*,14,,233.33,4.44,7,2,28,21,8,18.18,1990
Rishi Dhawan,All-Rounder,0.55,Punjab Kings,32,2022,Indian,0,1,4064,38,24,13,210,25,34.24,0,0,0,18,7,0.542857143,112.3,0,0,107.2,644,25,0,0,0,7.98,25.76,153,21.86,113.33,27.11,7.87,18,35.56,26,2,2,11*,14,,233.33,4.44,7,2,28,21,8,18.18,1990
Aryaman Vikram Birla,All-Rounder,0.3,Rajasthan Royals,29,2018,Indian,0,1,4075,2,1,0,7,7,7,0,0,0,1,0,0.571428571,50,0,0,,,,,,,,,7,7,50,,,0,,2,2,1,7,7,7,50,2.46,,,,,,,1989
Mithun Manhas,All-Rounder,0.3,Chennai Super Kings,35,2014,Indian,0,1,4080,55,38,15,514,42,,5,0,0,43,10,0.451361868,109.36,4,0.105263158,8,48,0,0,0,0,6.88,,479,22.81,107.16,,6.88,0,,43,10,2,11*,13,,76.47,2.78,7,0,,,6,,1979
Stuart Binny,All-Rounder,2,Royal Challengers Bangalore,32,2016,Indian,0,0,4089,95,68,22,880,48,34.45,10,0,0,66,35,0.538636364,128.84,0,0,99,594,22,0,0,0,7.66,27,625,21.55,127.81,25.13,7.42,16,31.06,58,13,8,20,74,18.5,112.12,3.71,19,4,35,28.5,7.37,5.88,1984
Stuart Binny,All-Rounder,0.5,Rajasthan Royals,34,2018,Indian,0,1,4089,95,68,22,880,48,34.45,10,0,0,66,35,0.538636364,128.84,0,0,99,594,22,0,0,0,7.66,27,766,20.16,126.82,25.71,7.57,21,32.43,80,8,7,18*,78,15.6,102.63,7.02,6,4,12.5,9,8.33,8.16,1984
Kevon Cooper,All-Rounder,0.3,Rajasthan Royals,25,2014,Overseas,1,1,4093,25,14,5,116,32,22.94,1,0,0,9,8,0.724137931,170.59,1,0.071428571,96,576,33,5,1,0,7.89,17.45,77,12.83,183.33,16.14,7.99,28,21.48,20,14,5,26,39,9.75,177.27,1.83,54,19,23.63,17.05,8.31,19.59,1989
Sagar Trivedi,All-Rounder,0.1,Rajasthan Royals,33,2015,Indian,0,0,4102,76,15,8,42,9,29.29,0,0,0,3,1,0.428571429,71.19,0,0,251,1506,65,5,1,0,7.59,23.17,42,6,71.19,23.17,7.59,65,29.29,76,17,2,3,3,3,,0.12,59.5,12,34.17,29.92,6.85,11.54,1982
Ankit Sharma,All-Rounder,0.2,Rajasthan Royals,35,2018,Indian,0,1,4103,25,17,7,170,34,17,2,0,0,23,2,0.611764706,124.09,0,0,,,,,,,,,170,17,124.09,,,0,,25,1,1,4*,4,,66.67,2.7,9,0,125,15.63,130.21,6.98,1983
Ankit Sharma,All-Rounder,0.1,Rising Pune Supergiant,33,2016,Indian,0,0,4103,25,17,7,170,34,17,2,0,0,23,2,0.611764706,124.09,0,0,,,,,,,,,170,17,124.09,,,0,,25,1,1,4*,4,,66.67,2.7,9,0,125,15.63,130.21,6.98,1983
Karn Sharma,All-Rounder,3.2,Mumbai Indians,30,2017,Indian,0,0,4115,75,37,14,320,39,26.57,2,0,0,18,14,0.4875,114.7,0,0,225.1,1351,69,4,2,0,8.14,19.58,268,17.87,115.02,23.61,7.83,36,30.81,47,5,3,26*,36,,120,4.44,16.2,0,,,10.47,,1987
Shadab Jakati,All-Rounder,0.2,Gujarat Lions,36,2016,Indian,0,0,4130,59,8,7,28,13,30.87,0,0,0,3,0,0.428571429,96.55,0,0,180.5,1085,47,2,2,0,8.02,23.09,27,27,100,20.78,7.84,45,27.13,51,1,0,0,0,,,,3.4,0,,,11.18,,1980
Jaydev Shah,All-Rounder,0.2,Gujarat Lions,29,2016,Indian,0,0,4132,16,10,2,92,29,11.5,0,0,0,9,2,0.52173913,101.1,0,0,,,,,,,,,92,11.5,101.1,,,0,,16,2,1,5,5,5,100,2.16,,,,,,,1987
Dinesh Salunkhe,All-Rounder,0.1,Rajasthan Royals,33,2015,Indian,0,0,4141,6,3,1,33,26,78,0,0,0,5,0,0.606060606,137.5,0,0,8,48,1,0,0,0,9.75,48,33,16.5,137.5,48,9.75,1,78,6,6,3,26*,33,16.5,137.5,3.16,8,1,78,48,9.75,3.13,1982
Sumit Narwal,All-Rounder,0.1,Kolkata Knight Riders,33,2015,Indian,0,0,4183,7,4,1,37,23,40.4,0,0,0,6,0,0.648648649,137.04,0,0,17.4,106,5,1,0,0,11.43,21.2,37,12.33,137.04,21.2,11.43,5,40.4,7,2,1,23,23,23,153.33,8.55,2,0,,,8.5,,1982
Shrikant Mundhe,All-Rounder,0.2,Kolkata Knight Riders,31,2019,Indian,0,0,4208,1,0,0,0,0,6,0,0,0,0,0,0,N/A,0,0,1,6,1,0,0,0,6,6,,,,6,6,1,6,1,1,0,0,0,,,,1,1,6,6,6,33.33,1988
Gurkeerat Singh Mann,All-Rounder,0.75,Delhi Daredevils,28,2018,Indian,0,1,4212,41,32,8,511,65,19.4,1,2,0,55,11,0.559686888,121.09,0,0,13,78,5,0,0,0,7.46,15.6,342,16.29,125.74,15.6,7.46,5,19.4,30,7,0,0,0,,,,4,2,15.5,12,7.75,5.26,1990
Gurkeerat Singh Mann,All-Rounder,0.5,Royal Challengers Bangalore,29,2019,Indian,0,0,4212,41,32,8,511,65,19.4,1,2,0,55,11,0.559686888,121.09,0,0,13,78,5,0,0,0,7.46,15.6,342,16.29,125.74,15.6,7.46,5,19.4,30,7,0,0,0,,,,4,2,15.5,12,7.75,5.26,1990
Gurkeerat Singh Mann,All-Rounder,0.5,Gujarat Titans,32,2022,Indian,0,1,4212,41,32,8,511,65,19.4,1,2,0,55,11,0.559686888,121.09,0,0,13,78,5,0,0,0,7.46,15.6,511,21.29,121.09,15.6,7.46,5,19.4,41,7,5,21*,71,,88.75,5.81,4,2,15.5,12,7.75,5.26,1990
David Wiese,All-Rounder,2.8,Royal Challengers Bangalore,30,2015,Overseas,1,0,4228,18,11,6,148,47,27.5,1,0,0,12,7,0.608108108,146.53,1,0.090909091,49.2,296,16,1,1,0,8.92,18.5,,,,,,,,,,,,,,,,,,,,,,1985
Chris Jordan,All-Rounder,3.6,Chennai Super Kings,34,2022,Overseas,1,1,4238,34,13,3,81,30,35.67,1,0,0,3,3,0.37037037,105.19,0,0,111.2,668,30,3,1,0,9.61,22.27,64,9.14,112.28,18.36,9.12,24,27.92,24,4,2,30,32,16,152.38,5.27,12,4,24,18,8,18.18,1988
Chris Jordan,All-Rounder,3,Kings XI Punjab,32,2020,Overseas,1,0,4238,34,13,3,81,30,35.67,1,0,0,3,3,0.37037037,105.19,0,0,111.2,668,30,3,1,0,9.61,22.27,3,1.5,60,16.5,9.03,12,24.83,11,1,0,0,0,,,,4,0,,,7.75,,1988
Chris Jordan,All-Rounder,1,Sunrisers Hyderabad,30,2018,Overseas,1,1,4238,34,13,3,81,30,35.67,1,0,0,3,3,0.37037037,105.19,0,0,111.2,668,30,3,1,0,9.61,22.27,3,1.5,60,14.5,9.21,12,22.25,10,1,1,0,0,0,,,1,1,9,6,9,33.33,1988
Chris Jordan,All-Rounder,0.5,Sunrisers Hyderabad,29,2017,Overseas,1,0,4238,34,13,3,81,30,35.67,1,0,0,3,3,0.37037037,105.19,0,0,111.2,668,30,3,1,0,9.61,22.27,3,3,75,15.27,9.21,9,23.45,9,9,1,3,3,3,,0.18,28,11,23.45,15.27,9.21,17.46,1988
Moeen Ali,All-Rounder,7,Chennai Super Kings,34,2021,Overseas,1,0,4271,59,52,6,1034,93,24.91,8,5,0,88,59,0.6827853,143.02,3,0.057692308,118.2,710,33,3,1,0,6.95,21.52,309,20.6,158.46,25.9,7.14,10,30.8,19,3,3,11,12,4,75,2.91,5,1,42,30,8.4,10,1987
Moeen Ali,All-Rounder,1.7,Royal Challengers Bangalore,31,2018,Overseas,1,1,4271,59,52,6,1034,93,24.91,8,5,0,88,59,0.6827853,143.02,3,0.057692308,118.2,710,33,3,1,0,6.95,21.52,309,20.6,158.46,25.9,7.14,10,30.8,19,3,3,11,12,4,75,2.91,3,0,12,4,75,2.91,1987
Karanveer Singh,All-Rounder,0.1,Kings XI Punjab,27,2014,Indian,0,1,4303,9,4,3,12,5,26.75,0,0,0,1,0,0.333333333,70.59,0,0,34,204,12,2,1,0,9.44,17,,,,,,,,,,,,,,,,,,,,,,1987
Parveez Rasool,All-Rounder,0.95,Sunrisers Hyderabad,25,2014,Indian,0,1,4311,11,5,3,17,10,67.75,0,0,0,1,0,0.235294118,85,0,0,33,198,4,0,0,0,8.21,49.5,5,5,55.56,30,5.6,1,28,2,2,2,4*,5,5,55.56,2.29,5,1,28,30,5.6,9.09,1989
Shreyas Gopal,All-Rounder,0.2,Rajasthan Royals,25,2018,Indian,0,1,4378,49,22,8,180,24,26.12,0,0,0,19,2,0.488888889,106.51,0,0,157.1,943,49,5,1,0,8.14,19.24,14,7,51.85,16.43,8.03,7,22,6,1,1,2,2,2,12.5,1.65,3,0,,,6,,1993
Rahul Tewatia,All-Rounder,9,Gujarat Titans,29,2022,Indian,0,1,4379,81,56,23,825,53,34.72,8,1,0,60,42,0.596363636,132.42,5,0.089285714,140.3,843,32,4,0,0,7.91,26.34,521,23.68,124.34,24.81,7.71,32,31.88,48,14,11,44,155,15.5,105.44,7.06,37,8,42.5,27.75,9.19,11.59,1993
Rahul Tewatia,All-Rounder,3,Delhi Daredevils,25,2018,Indian,0,1,4379,81,56,23,825,53,34.72,8,1,0,60,42,0.596363636,132.42,5,0.089285714,140.3,843,32,4,0,0,7.91,26.34,35,17.5,145.83,21,6.62,6,23.17,7,3,2,15*,19,19,172.73,4.04,9,3,16.33,18,5.44,23.08,1993
Rahul Tewatia,All-Rounder,0.25,Kings XI Punjab,24,2017,Indian,0,0,4379,81,56,23,825,53,34.72,8,1,0,60,42,0.596363636,132.42,5,0.089285714,140.3,843,32,4,0,0,7.91,26.34,16,16,123.08,24,7.5,3,30,4,1,0,0,0,,,,3,1,31,18,10.33,16.67,1993
Rahul Tewatia,All-Rounder,0.1,Rajasthan Royals,21,2014,Indian,0,1,4379,81,56,23,825,53,34.72,8,1,0,60,42,0.596363636,132.42,5,0.089285714,140.3,843,32,4,0,0,7.91,26.34,521,23.68,124.34,24.81,7.71,32,31.88,48,14,11,44,155,15.5,105.44,7.06,11,0,155,15.5,105.44,7.06,1993
Andrew Tye,All-Rounder,0.5,Gujarat Lions,30,2016,Overseas,1,0,4383,30,13,4,91,25,23.31,0,0,0,6,5,0.593406593,119.74,0,0,114,684,42,5,4,1,8.59,16.29,85,10.63,121.43,15.23,8.3,39,21.08,26,6,1,0*,0,,,,1,0,0,,,,1986
Marcus Stoinis,All-Rounder,6.2,Kings XI Punjab,29,2018,Overseas,1,1,4389,82,74,20,1478,89,29.44,10,7,0,111,75,0.604871448,140.63,8,0.108108108,119.5,719,39,4,1,0,9.58,18.44,163,23.29,123.48,20.1,9.07,10,30.4,12,5,3,9,17,5.67,70.83,1.95,10.3,2,55,31.5,10.48,9.52,1989
Marcus Stoinis,All-Rounder,4.8,Delhi Capitals,31,2020,Overseas,1,0,4389,82,74,20,1478,89,29.44,10,7,0,111,75,0.604871448,140.63,8,0.108108108,119.5,719,39,4,1,0,9.58,18.44,473,31.53,129.95,24.47,9.3,15,37.93,29,10,10,46*,211,52.75,135.26,12.67,16.4,2,72.5,50,8.7,4.08,1989
Marcus Stoinis,All-Rounder,0.55,Kings XI Punjab,27,2016,Overseas,1,0,4389,82,74,20,1478,89,29.44,10,7,0,111,75,0.604871448,140.63,8,0.108108108,119.5,719,39,4,1,0,9.58,18.44,473,31.53,129.95,24.47,9.3,15,37.93,29,10,10,46*,211,52.75,135.26,12.67,10,0,211,52.75,135.26,12.67,1989
Marcus Stoinis,All-Rounder,0.25,Delhi Daredevils,26,2015,Overseas,1,0,4389,82,74,20,1478,89,29.44,10,7,0,111,75,0.604871448,140.63,8,0.108108108,119.5,719,39,4,1,0,9.58,18.44,473,31.53,129.95,24.47,9.3,15,37.93,29,10,10,46*,211,52.75,135.26,12.67,10,0,211,52.75,135.26,12.67,1989
