170,Glenn Maxwell,11,Royal Challengers Bangalore,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/28.png,Overseas
171,Harshal Patel,10.75,Royal Challengers Bangalore,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/114.png,Indian
172,Wanindu Hasaranga,10.75,Royal Challengers Bangalore,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/377.png,Overseas
173,Josh Hazlewood,7.75,Royal Challengers Bangalore,Bowler,https://www.iplt20.com/assets/images/default-headshot.png,Overseas
174,Faf du Plessis,7,Royal Challengers Bangalore,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/94.png,Overseas
175,Mohammed Siraj,7,Royal Challengers Bangalore,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/63.png,Indian
176,Dinesh Karthik,5.5,Royal Challengers Bangalore,Wicket-Keeper,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/13.png,Indian
177,Anuj Rawat,3.4,Royal Challengers Bangalore,Wicket-Keeper,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/534.png,Indian
178,Will Jacks,3.2,Royal Challengers Bangalore,Batter,https://www.iplt20.com/assets/images/default-headshot.png,Overseas
179,Shahbaz Ahmed,2.4,Royal Challengers Bangalore,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/523.png,Indian
180,David Willey,2,Royal Challengers Bangalore,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/90.png,Overseas
181,Reece Topley,1.9,Royal Challengers Bangalore,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/574.png,Overseas
182,Mahipal Lomror,0.95,Royal Challengers Bangalore,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/184.png,Indian
183,Finn Allen,0.8,Royal Challengers Bangalore,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/595.png,Overseas
184,Siddarth Kaul,0.75,Royal Challengers Bangalore,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/64.png,Indian
185,Rajan Kumar,0.7,Royal Challengers Bangalore,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1503.png,Indian
186,Avinash Singh,0.6,Royal Challengers Bangalore,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1939.png,Indian
187,Karn Sharma,0.5,Royal Challengers Bangalore,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/98.png,Indian
188,Suyash Prabhudessai,0.3,Royal Challengers Bangalore,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/598.png,Indian
189,Sonu Yadav,0.2,Royal Challengers Bangalore,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1940.png,Indian
190,Manoj Bhandage,0.2,Royal Challengers Bangalore,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1485.png,Indian
191,Akash Deep,0.2,Royal Challengers Bangalore,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1007.png,Indian
192,Himanshu Sharma,0.2,Royal Challengers Bangalore,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1568.png,Indian
193,Rajat Patidar,0.2,Royal Challengers Bangalore,Batter,https://www.iplt20.com/assets/images/default-headshot.png,Indian
194,Sanju Samson,14,Rajasthan Royals,Wicket-Keeper,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/190.png,Indian
195,Prasidh Krishna,10,Rajasthan Royals,Bowler,https://www.iplt20.com/assets/images/default-headshot.png,Indian
196,Jos Buttler,10,Rajasthan Royals,Wicket-Keeper,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/182.png,Overseas
197,Shimron Hetmyer,8.5,Rajasthan Royals,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/210.png,Overseas
198,Trent Boult,8,Rajasthan Royals,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/66.png,Overseas
199,Devdutt Padikkal,7.75,Rajasthan Royals,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/200.png,Indian
200,Yuzvendra Chahal,6.5,Rajasthan Royals,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/10.png,Indian
201,Jason Holder,5.75,Rajasthan Royals,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/263.png,Overseas
202,Ravichandran Ashwin,5,Rajasthan Royals,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/45.png,Indian
203,Yashasvi Jaiswal,4,Rajasthan Royals,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/533.png,Indian
204,Riyan Parag,3.8,Rajasthan Royals,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/189.png,Indian
205,Navdeep Saini,2.6,Rajasthan Royals,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/207.png,Indian
206,Adam Zampa,1.5,Rajasthan Royals,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/24.png,Overseas
207,Joe Root,1,Rajasthan Royals,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/312.png,Overseas
208,Obed McCoy,0.75,Rajasthan Royals,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/645.png,Overseas
209,D Ferreira,0.5,Rajasthan Royals,Wicket-Keeper,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/2033.png,Overseas
210,KM Asif,0.3,Rajasthan Royals,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/88.png,Indian
211,KC Cariappa,0.3,Rajasthan Royals,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/227.png,Indian
212,Kuldeep Sen,0.2,Rajasthan Royals,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1005.png,Indian
213,Dhruv Jurel,0.2,Rajasthan Royals,Wicket-Keeper,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1004.png,Indian
214,Kunal Singh Rathore,0.2,Rajasthan Royals,Wicket-Keeper,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1540.png,Indian
215,Abdul Basith,0.2,Rajasthan Royals,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1542.png,Indian
216,Akash Vasisht,0.2,Rajasthan Royals,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1938.png,Indian
217,Murugan Ashwin,0.2,Rajasthan Royals,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/135.png,Indian
218,Kuldip Yadav,0.2,Rajasthan Royals,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/593.png,Indian
219,Harry Brook,13.25,Sunrisers Hyderabad,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1218.png,Overseas
220,Washington Sundar,8.75,Sunrisers Hyderabad,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/20.png,Indian
221,Rahul Tripathi,8.5,Sunrisers Hyderabad,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/188.png,Indian
222,Mayank Agarwal,8.25,Sunrisers Hyderabad,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/55.png,Indian
223,Abhishek Sharma,6.5,Sunrisers Hyderabad,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/212.png,Indian
224,Heinrich Klaasen,5.25,Sunrisers Hyderabad,Wicket-Keeper,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/202.png,Overseas
225,Bhuvneshwar Kumar,4.2,Sunrisers Hyderabad,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/15.png,Indian
226,Marco Jansen,4.2,Sunrisers Hyderabad,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/586.png,Overseas
227,Abdul Samad,4,Sunrisers Hyderabad,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/525.png,Indian
228,Umran Malik,4,Sunrisers Hyderabad,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/637.png,Indian
229,T Natarajan,4,Sunrisers Hyderabad,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/224.png,Indian
230,Kartik Tyagi,4,Sunrisers Hyderabad,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/536.png,Indian
231,Aiden Markram,2.6,Sunrisers Hyderabad,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/287.png,Overseas
232,Vivrant Sharma,2.6,Sunrisers Hyderabad,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1942.png,Indian
233,Adil Rashid,2,Sunrisers Hyderabad,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/311.png,Overseas
234,Mayank Dagar,1.8,Sunrisers Hyderabad,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1547.png,Indian
235,Glenn Phillips,1.5,Sunrisers Hyderabad,Wicket-Keeper,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/635.png,Overseas
236,Akeal Hosein,1,Sunrisers Hyderabad,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/722.png,Overseas
237,Mayank Markande,0.5,Sunrisers Hyderabad,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/87.png,Indian
238,Fazalhaq Farooqi,0.5,Sunrisers Hyderabad,Bowler,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1011.png,Overseas
239,Upendra Yadav,0.25,Sunrisers Hyderabad,Wicket-Keeper,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1472.png,Indian
240,Sanvir Singh,0.2,Sunrisers Hyderabad,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1943.png,Indian
241,Samarth Vyas,0.2,Sunrisers Hyderabad,All-Rounder,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1534.png,Indian
242,Nitish Kumar Reddy,0.2,Sunrisers Hyderabad,Wicket-Keeper,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/1944.png,Indian
243,Anmolpreet Singh,0.2,Sunrisers Hyderabad,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/159.png,Indian
244,Johnson Charles,0.5,Kolkata Knight Riders,Wicket-Keeper,https://www.iplt20.com/assets/images/default-headshot.png,Overseas
245,Jason Roy,2.8,Kolkata Knight Riders,Batter,https://bcciplayerimages.s3.ap-south-1.amazonaws.com/ipl/IPLHeadshot2023/313.png,Overseas
